day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;0;VEV_5400;22;25;;;;;24;25;;;;;23.0;0.0
0;0;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
0;0;VEV_5500;8;25;;;;;9;25;;;;;8.5;0.0
0;0;VEV_5200;100;19;;;;;103;6;104;13;;;101.5;0.0
0;0;VEV_5300;52;6;51;19;;;54;25;;;;;53.0;0.0
0;0;VELVETFRUIT_EXTRACT;5247;67;;;;;5253;67;;;;;5250.0;0.0
0;0;VEV_4500;742;6;740;13;;;758;6;760;13;;;750.0;0.0
0;0;HYDROGEL_PACK;9992;15;9990;30;;;10008;15;10010;30;;;10000.0;0.0
0;0;VEV_5000;254;19;;;;;260;6;261;13;;;257.0;0.0
0;0;VEV_4000;1240;7;1237;24;;;1260;7;1263;24;;;1250.0;0.0
0;0;VEV_5100;169;19;;;;;174;19;;;;;171.5;0.0
0;0;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
0;100;VEV_4500;743;9;741;13;;;759;9;761;13;;;751.0;0.0
0;100;VELVETFRUIT_EXTRACT;5248;69;;;;;5253;23;5254;46;;;5250.5;0.0
0;100;VEV_5000;255;9;254;13;;;261;9;262;13;;;258.0;0.0
0;100;VEV_4000;1240;11;1238;20;;;1261;11;1264;20;;;1250.5;0.0
0;100;VEV_5100;170;22;;;;;174;9;175;13;;;172.0;0.0
0;100;VEV_6000;0;17;;;;;1;17;;;;;0.5;0.0
0;100;VEV_5400;23;17;;;;;24;17;;;;;23.5;0.0
0;100;HYDROGEL_PACK;9992;13;9990;30;;;10008;13;10011;30;;;10000.0;0.0
0;100;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
0;100;VEV_5500;8;17;;;;;9;17;;;;;8.5;0.0
0;100;VEV_5200;101;22;;;;;104;22;;;;;102.5;0.0
0;100;VEV_5300;52;17;;;;;54;17;;;;;53.0;0.0
0;200;HYDROGEL_PACK;9995;13;9992;21;;;10011;13;10013;21;;;10003.0;0.0
0;200;VELVETFRUIT_EXTRACT;5248;20;5247;40;;;5253;60;;;;;5250.5;0.0
0;200;VEV_5000;254;22;;;;;260;10;261;12;;;257.0;0.0
0;200;VEV_4000;1240;13;1237;21;;;1261;13;1263;21;;;1250.5;0.0
0;200;VEV_5100;170;10;169;12;;;174;22;;;;;172.0;0.0
0;200;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
0;200;VEV_5400;23;10;22;14;;;24;24;;;;;23.5;0.0
0;200;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
0;200;VEV_5500;8;24;;;;;9;24;;;;;8.5;0.0
0;200;VEV_5200;101;10;100;12;;;104;22;;;;;102.5;0.0
0;200;VEV_5300;52;10;51;14;;;54;24;;;;;53.0;0.0
0;200;VEV_4500;742;10;740;12;;;758;10;760;12;;;750.0;0.0
0;300;VEV_5000;254;29;;;;;261;29;;;;;257.5;0.0
0;300;VEV_4000;1240;10;1237;29;;;1261;10;1263;29;;;1250.5;0.0
0;300;VEV_5100;170;11;169;18;;;174;11;175;18;;;172.0;0.0
0;300;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
0;300;VEV_5400;23;9;22;11;;;24;20;;;;;23.5;0.0
0;300;HYDROGEL_PACK;9994;11;9992;23;;;10010;11;10013;23;;;10002.0;0.0
0;300;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
0;300;VEV_5500;8;20;;;;;9;20;;;;;8.5;0.0
0;300;VEV_5200;101;11;100;18;;;104;29;;;;;102.5;0.0
0;300;VEV_5300;52;9;51;11;;;54;20;;;;;53.0;0.0
0;300;VEV_4500;742;11;740;18;;;758;11;760;18;;;750.0;0.0
0;300;VELVETFRUIT_EXTRACT;5248;24;5247;40;;;5253;64;;;;;5250.5;0.0
0;400;VEV_5400;23;6;22;13;;;24;19;;;;;23.5;0.0
0;400;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
0;400;VEV_5500;8;19;;;;;9;19;;;;;8.5;0.0
0;400;VEV_5200;101;8;100;23;;;104;31;;;;;102.5;0.0
0;400;VEV_5300;52;6;51;13;;;54;19;;;;;53.0;0.0
0;400;VEV_4500;742;8;740;23;;;758;8;760;23;;;750.0;0.0
0;400;HYDROGEL_PACK;9995;13;9993;23;;;10011;13;10014;23;;;10003.0;0.0
0;400;VELVETFRUIT_EXTRACT;5248;25;5247;37;;;5253;62;;;;;5250.5;0.0
0;400;VEV_5000;254;31;;;;;260;8;261;23;;;257.0;0.0
0;400;VEV_4000;1240;10;1237;25;;;1261;10;1263;25;;;1250.5;0.0
0;400;VEV_5100;170;8;169;23;;;174;8;175;23;;;172.0;0.0
0;400;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
0;500;VEV_4500;741;7;740;20;;;757;7;759;20;;;749.0;0.0
0;500;VELVETFRUIT_EXTRACT;5247;25;5246;35;;;5252;25;5253;35;;;5249.5;0.0
0;500;VEV_5000;254;7;253;20;;;260;27;;;;;257.0;0.0
0;500;VEV_4000;1239;7;1236;30;;;1260;7;1262;30;;;1249.5;0.0
0;500;VEV_5100;169;27;;;;;174;27;;;;;171.5;0.0
0;500;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
0;500;HYDROGEL_PACK;9992;12;9989;22;;;10008;12;10010;22;;;10000.0;0.0
0;500;VEV_5500;8;22;;;;;9;22;;;;;8.5;0.0
0;500;VEV_5400;22;22;;;;;24;22;;;;;23.0;0.0
0;500;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
0;500;VEV_5200;100;27;;;;;103;27;;;;;101.5;0.0
0;500;VEV_5300;51;22;;;;;53;6;54;16;;;52.0;0.0
0;600;HYDROGEL_PACK;9994;12;9991;24;;;10010;12;10012;24;;;10002.0;0.0
0;600;VELVETFRUIT_EXTRACT;5246;17;5245;46;;;5251;63;;;;;5248.5;0.0
0;600;VEV_5100;168;20;;;;;173;20;;;;;170.5;0.0
0;600;VEV_4000;1238;13;1235;21;;;1259;13;1261;21;;;1248.5;0.0
0;600;VEV_5000;253;7;252;13;;;259;20;;;;;256.0;0.0
0;600;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
0;600;VEV_5500;8;22;;;;;9;22;;;;;8.5;0.0
0;600;VEV_5400;22;22;;;;;24;22;;;;;23.0;0.0
0;600;VEV_6500;0;20;;;;;1;20;;;;;0.5;0.0
0;600;VEV_5300;51;22;;;;;53;22;;;;;52.0;0.0
0;600;VEV_5200;99;20;;;;;102;7;103;13;;;100.5;0.0
0;600;VEV_4500;740;7;739;13;;;756;7;758;13;;;748.0;0.0
0;700;VEV_5100;168;25;;;;;173;25;;;;;170.5;0.0
0;700;VEV_4000;1238;12;1235;20;;;1259;12;1261;20;;;1248.5;0.0
0;700;VEV_5000;253;6;252;19;;;259;25;;;;;256.0;0.0
0;700;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
0;700;HYDROGEL_PACK;9995;10;9993;27;;;10011;10;10014;27;;;10003.0;0.0
0;700;VEV_5500;8;21;;;;;9;21;;;;;8.5;0.0
0;700;VEV_5400;22;21;;;;;24;21;;;;;23.0;0.0
0;700;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
0;700;VEV_5300;51;21;;;;;53;21;;;;;52.0;0.0
0;700;VEV_5200;99;25;;;;;102;6;103;19;;;100.5;0.0
