timestamp;buyer;seller;symbol;currency;price;quantity
900;;;VELVETFRUIT_EXTRACT;XIRECS;5262.0;8
1300;;;VEV_4000;XIRECS;1251.0;3
2700;;;VELVETFRUIT_EXTRACT;XIRECS;5269.0;8
2900;;;VELVETFRUIT_EXTRACT;XIRECS;5272.0;8
4800;;;VELVETFRUIT_EXTRACT;XIRECS;5273.0;3
5700;;;VELVETFRUIT_EXTRACT;XIRECS;5273.0;5
9000;;;VEV_4000;XIRECS;1278.0;1
9900;;;VELVETFRUIT_EXTRACT;XIRECS;5261.0;5
10200;;;HYDROGEL_PACK;XIRECS;10017.0;6
10700;;;VELVETFRUIT_EXTRACT;XIRECS;5265.0;4
11200;;;HYDROGEL_PACK;XIRECS;10030.0;4
12100;;;VELVETFRUIT_EXTRACT;XIRECS;5268.0;5
12600;;;VELVETFRUIT_EXTRACT;XIRECS;5264.0;3
13100;;;VEV_5400;XIRECS;16.0;3
13100;;;VEV_5500;XIRECS;6.0;3
13100;;;VEV_6000;XIRECS;0.0;3
13100;;;VEV_6500;XIRECS;0.0;3
13900;;;VELVETFRUIT_EXTRACT;XIRECS;5269.0;4
15700;;;HYDROGEL_PACK;XIRECS;10035.0;2
16300;;;VELVETFRUIT_EXTRACT;XIRECS;5275.0;5
17400;;;VELVETFRUIT_EXTRACT;XIRECS;5274.0;3
19100;;;HYDROGEL_PACK;XIRECS;10020.0;6
20900;;;VEV_5300;XIRECS;53.0;5
20900;;;VEV_5400;XIRECS;17.0;5
20900;;;VEV_5500;XIRECS;7.0;5
20900;;;VEV_6000;XIRECS;0.0;5
20900;;;VEV_6500;XIRECS;0.0;5
23100;;;VELVETFRUIT_EXTRACT;XIRECS;5264.0;4
23500;;;VEV_5400;XIRECS;16.0;2
23500;;;VEV_5500;XIRECS;6.0;2
23500;;;VEV_6000;XIRECS;0.0;2
23500;;;VEV_6500;XIRECS;0.0;2
25500;;;VELVETFRUIT_EXTRACT;XIRECS;5264.0;6
26500;;;VELVETFRUIT_EXTRACT;XIRECS;5269.0;6
29200;;;HYDROGEL_PACK;XIRECS;9993.0;4
29500;;;VEV_5400;XIRECS;16.0;2
29500;;;VEV_5500;XIRECS;6.0;2
29500;;;VEV_6000;XIRECS;0.0;2
29500;;;VEV_6500;XIRECS;0.0;2
32500;;;VELVETFRUIT_EXTRACT;XIRECS;5266.0;4
33300;;;VELVETFRUIT_EXTRACT;XIRECS;5271.0;7
34100;;;VEV_4000;XIRECS;1282.0;1
35700;;;VELVETFRUIT_EXTRACT;XIRECS;5270.0;3
35800;;;VELVETFRUIT_EXTRACT;XIRECS;5264.0;7
36100;;;VELVETFRUIT_EXTRACT;XIRECS;5271.0;4
38400;;;VELVETFRUIT_EXTRACT;XIRECS;5265.0;8
39500;;;VEV_4000;XIRECS;1254.0;2
41100;;;HYDROGEL_PACK;XIRECS;9998.0;6
41700;;;VELVETFRUIT_EXTRACT;XIRECS;5254.0;5
41900;;;VEV_5400;XIRECS;13.0;2
41900;;;VEV_5500;XIRECS;5.0;2
41900;;;VEV_6000;XIRECS;0.0;2
41900;;;VEV_6500;XIRECS;0.0;2
42000;;;VELVETFRUIT_EXTRACT;XIRECS;5247.0;8
42900;;;VEV_5400;XIRECS;14.0;4
42900;;;VEV_5500;XIRECS;5.0;4
42900;;;VEV_6000;XIRECS;0.0;4
42900;;;VEV_6500;XIRECS;0.0;4
43000;;;VELVETFRUIT_EXTRACT;XIRECS;5250.0;8
44000;;;HYDROGEL_PACK;XIRECS;9978.0;4
44700;;;VELVETFRUIT_EXTRACT;XIRECS;5255.0;8
44900;;;VELVETFRUIT_EXTRACT;XIRECS;5257.0;14
45100;;;HYDROGEL_PACK;XIRECS;9991.0;3
45100;;;VEV_5400;XIRECS;15.0;5
45100;;;VEV_5500;XIRECS;5.0;5
45100;;;VEV_6000;XIRECS;0.0;5
45100;;;VEV_6500;XIRECS;0.0;5
46800;;;VELVETFRUIT_EXTRACT;XIRECS;5256.0;8
48100;;;VELVETFRUIT_EXTRACT;XIRECS;5261.0;7
48400;;;VELVETFRUIT_EXTRACT;XIRECS;5258.0;5
49400;;;HYDROGEL_PACK;XIRECS;9958.0;4
49800;;;HYDROGEL_PACK;XIRECS;9960.0;3
50200;;;VEV_4000;XIRECS;1249.0;3
52600;;;VELVETFRUIT_EXTRACT;XIRECS;5263.0;8
52900;;;VEV_5500;XIRECS;6.0;5
52900;;;VEV_6000;XIRECS;0.0;5
52900;;;VEV_6500;XIRECS;0.0;5
53200;;;VELVETFRUIT_EXTRACT;XIRECS;5264.0;5
53600;;;VELVETFRUIT_EXTRACT;XIRECS;5257.0;5
58300;;;HYDROGEL_PACK;XIRECS;9963.0;6
59200;;;VELVETFRUIT_EXTRACT;XIRECS;5244.0;8
60700;;;HYDROGEL_PACK;XIRECS;9973.0;5
63800;;;VEV_4000;XIRECS;1262.0;3
64300;;;VELVETFRUIT_EXTRACT;XIRECS;5249.0;3
67600;;;VELVETFRUIT_EXTRACT;XIRECS;5262.0;4
70000;;;VELVETFRUIT_EXTRACT;XIRECS;5255.0;6
70400;;;VELVETFRUIT_EXTRACT;XIRECS;5260.0;5
70900;;;HYDROGEL_PACK;XIRECS;9994.0;2
71500;;;VELVETFRUIT_EXTRACT;XIRECS;5251.0;4
71800;;;HYDROGEL_PACK;XIRECS;9975.0;5
72700;;;HYDROGEL_PACK;XIRECS;9988.0;3
73100;;;VELVETFRUIT_EXTRACT;XIRECS;5256.0;7
73200;;;VELVETFRUIT_EXTRACT;XIRECS;5254.0;5
75200;;;VEV_5300;XIRECS;46.0;4
75200;;;VEV_5400;XIRECS;14.0;4
75200;;;VEV_5500;XIRECS;5.0;4
75200;;;VEV_6000;XIRECS;0.0;4
75200;;;VEV_6500;XIRECS;0.0;4
76700;;;VELVETFRUIT_EXTRACT;XIRECS;5258.0;4
78700;;;HYDROGEL_PACK;XIRECS;9939.0;3
79300;;;VEV_5300;XIRECS;47.0;5
79300;;;VEV_5400;XIRECS;14.0;5
79300;;;VEV_5500;XIRECS;5.0;5
79300;;;VEV_6000;XIRECS;0.0;5
79300;;;VEV_6500;XIRECS;0.0;5
80800;;;VEV_4000;XIRECS;1274.0;1
82100;;;VELVETFRUIT_EXTRACT;XIRECS;5270.0;5
83000;;;VELVETFRUIT_EXTRACT;XIRECS;5271.0;6
84100;;;VELVETFRUIT_EXTRACT;XIRECS;5272.0;8
84400;;;VELVETFRUIT_EXTRACT;XIRECS;5273.0;5
84800;;;VELVETFRUIT_EXTRACT;XIRECS;5276.0;5
85500;;;HYDROGEL_PACK;XIRECS;9954.0;2
85500;;;VELVETFRUIT_EXTRACT;XIRECS;5273.0;8
90100;;;HYDROGEL_PACK;XIRECS;9931.0;3
91700;;;HYDROGEL_PACK;XIRECS;9929.0;2
91700;;;VELVETFRUIT_EXTRACT;XIRECS;5264.0;8
92600;;;VELVETFRUIT_EXTRACT;XIRECS;5271.0;4
95100;;;VELVETFRUIT_EXTRACT;XIRECS;5262.0;8
97200;;;VELVETFRUIT_EXTRACT;XIRECS;5265.0;7
97400;;;VELVETFRUIT_EXTRACT;XIRECS;5258.0;5
97600;;;HYDROGEL_PACK;XIRECS;9937.0;2
98600;;;VEV_4000;XIRECS;1255.0;1
101800;;;HYDROGEL_PACK;XIRECS;9984.0;3
102400;;;HYDROGEL_PACK;XIRECS;9984.0;3
102600;;;VEV_5400;XIRECS;16.0;2
102600;;;VEV_5500;XIRECS;6.0;2
102600;;;VEV_6000;XIRECS;0.0;2
102600;;;VEV_6500;XIRECS;0.0;2
103300;;;VEV_4000;XIRECS;1254.0;1
103500;;;VELVETFRUIT_EXTRACT;XIRECS;5263.0;8
103700;;;VEV_4000;XIRECS;1254.0;3
104500;;;HYDROGEL_PACK;XIRECS;9984.0;2
105500;;;VEV_5300;XIRECS;47.0;5
105500;;;VEV_5500;XIRECS;5.0;5
105500;;;VEV_6000;XIRECS;0.0;5
105500;;;VEV_6500;XIRECS;0.0;5
106300;;;VELVETFRUIT_EXTRACT;XIRECS;5262.0;7
108800;;;VELVETFRUIT_EXTRACT;XIRECS;5263.0;3
109100;;;VEV_4000;XIRECS;1254.0;1
109400;;;VELVETFRUIT_EXTRACT;XIRECS;5266.0;6
109600;;;HYDROGEL_PACK;XIRECS;9990.0;6
109800;;;VELVETFRUIT_EXTRACT;XIRECS;5267.0;3
110500;;;VELVETFRUIT_EXTRACT;XIRECS;5262.0;8
111300;;;VELVETFRUIT_EXTRACT;XIRECS;5263.0;7
111900;;;VEV_4000;XIRECS;1252.0;2
112600;;;VELVETFRUIT_EXTRACT;XIRECS;5257.0;10
